ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	castingStat	choices	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	alias
03b607e	95c4685	8309600046f848899c03048610c2f22c	6d989f9a	Human	Haunted One	2021-11-08T11:00:02Z	Ranger 1	Ranger		1	Defensive Duelist	12	16	10	16	14	10	15	8		Athletics|Arcana|Nature|Religion|Animal Handling|Perception	Longbow|Shortsword|Whip		Wis	optional natural explorer/Canny|expertise/Athletics|optional favored enemy/Favored Foe	NA	NA		NA	NA	Human		Longbow|Shortsword|Whip	blissful_mendeleev
3fb2ed9	95c4685	cc656a4f1191d91f398c0f1f2a880353	5b6bd0c3	Dhampir	Inheritor	2021-11-08T10:51:33Z	Fighter 1	Fighter		1		12	18	10	16	14	14	10	12		Acrobatics|Arcana|History|Animal Handling|Survival|Intimidation	Longsword|Handaxe		Int	fighting style/Blind Fighting	NA	NA		NA	NA			Longsword|Handaxe	vigorous_euclid
97fd661	0d41dbe	e53bf4bc197e480a09e7b04fa3089796	05b76db1	Warforged	Urban Bounty Hunter	2021-10-26T22:18:21Z	Fighter 1	Fighter		1		12	14	15	16	14	13	8	8		Athletics|Acrobatics|Stealth|Insight|Perception	Glaive|Longbow		Int	fighting style/Archery	United States	US		NA	NA	Warforged		Glaive|Longbow	reverent_lumiere
d4062b4	6d47e26	9fba44f647be2cbcae0686854586ceeb	00a99953	Human	Folk Hero	2021-10-26T18:07:26Z	Fighter 1	Fighter		1		11	19	16	16	13	14	15	14		Athletics|Animal Handling|Survival|Intimidation	Longsword		Int	fighting style/Defense	United States	US		NA	NA	Human		Longsword	eager_hertz
45e5b40	7bb9613	2772b34511639af05bb404366c266c99	79de84ce	Kobold	Acolyte	2021-10-26T01:39:28Z	Cleric 1	Cleric	Life Domain	1		9	18	8	16	13	12	15	8		History|Religion|Insight|Medicine	Mace|Crossbow, light	Bless*1|Cure Wounds*1	Wis		United States	US		NA	NA	Kobold	Bless*1|Cure Wounds*1	Mace|Crossbow, Light	kind_turing
9b117eb	f54d53a	47b104dcf766115d08537c9ffe6736a5	7b2e2c28	Human	Mercenary Veteran	2021-10-25T14:57:38Z	Fighter 1	Fighter		1	Polearm Master	12	18	16	10	15	8	14	10		Athletics|Insight|Perception|Persuasion	Halberd|Handaxe		Int	fighting style/Great Weapon Fighting	Spain	ES		NA	NA	Human		Halberd|Handaxe	mystifying_hermann
	3cf88c4	dbbba2ceb110018d7064c24d1cb28f4a	69b34411	Forest Gnome	Urchin	2021-10-25T04:50:59Z	Cleric 1	Cleric	Order Domain	1		9	20	16	10	12	11	15	10		Sleight of Hand|Stealth|Religion|Insight|Intimidation	Mace	Command*1|Heroism*1	Wis		Canada	CA		NA	NA	Gnome	Command*1|Heroism*1	Mace	frosty_taussig
441f028	086376e	5ae844eb03663820b2b0bd979b55b383	647721ef	Hobgoblin	Sage	2021-10-22T02:10:03Z	Wizard 1	Wizard		1		10	14	11	14	19	16	10	9	Neutral	Arcana|History|Investigation|Religion	Longbow|Rapier	Blade Ward*0|Sword Burst*0|Green Flame Blade*0|Mage Armor*1|Shield*1|Absorb Elements*1|Comprehend Languages R*1|Detect Magic R*1|Identify R*1	Int		NA	NA	NN	NA	NA	Hobgoblin	Blade Ward*0|Sword Burst*0|Green-Flame Blade*0|Mage Armor*1|Shield*1|Absorb Elements*1|Comprehend Languages*1|Detect Magic*1|Identify*1	Longbow|Rapier	lucid_villani
2033249	1499116	ba62d7b1a67aa98df17d81d5b463d15c	cd836ead	Bird Hybrid	Noble	2021-10-21T20:05:39Z	Barbarian 1	Barbarian		1	Polearm Master	13	11	19	10	12	14	10	13		Acrobatics|History|Nature|Perception|Persuasion	Pike|Spear|Javelin		Int	custom lineage variable trait/Skill	United States	US		NA	NA			Pike|Spear|Javelin	admiring_bhaskara
2033249	1499116	8f436ddb7cdbd0d3b164f93b90b36885	13dc25a2	Human	Noble	2021-10-21T20:05:19Z	Wizard 1	Wizard		1		7	12	11	14	13	18	16	14		History|Investigation|Medicine|Persuasion	Quarterstaff	Fire Bolt*0|Control Flames*0|Light*0|Magic missile*1|Cure Wounds*1	Int		United States	US		NA	NA	Human	Fire Bolt*0|Control Flames*0|Light*0|Magic Missile*1|Cure Wounds*1	Quarterstaff	friendly_hofstadter
2033249	1499116	de95ab8b7318bb6d75b427f335b7ec10	0928771c	Axolotl Hybrid		2021-10-21T13:44:09Z	Ranger 1	Ranger		1		12	16	17	15	15	11	12	14		Stealth|Investigation|Animal Handling|Perception|Survival	Dagger|Dagger|Longbow		Wis	animal enhancement/Underwater Adaptation|optional favored enemy/Favored Enemy|optional natural explorer/Natural Explorer	United States	US		NA	NA			Dagger|Dagger|Longbow	bold_boyd
2033249	1499116	0fda1a05a135271654bbff51b6b1e898	71faec6d	Custom	Custom	2021-10-21T13:43:48Z	Ranger 1	Ranger		1		20	13	17	13	17	12	17	11		Stealth|Investigation|Perception|Deception|Intimidation	Bite (Two Attacks Per Action)|Fire		Wis	custom lineage variable trait/Darkvision|optional favored enemy/Favored Enemy|optional natural explorer/Natural Explorer	United States	US		NA	NA	Custom		|	affectionate_easley
9bbc207	b0d27cc	c53447e6255d2d69f5be75226f0ee6d7	e6bc27ad	Mountain Dwarf	Urchin	2021-10-21T12:48:51Z	Bard 1	Bard		1		10	13	14	14	15	10	8	15		Sleight of Hand|Stealth|Survival|Deception|Performance	Longsword|Dagger	Friends*0|Vicious Mockery*0|Thunderwave*1|Bane*1|Longstrider*1|Sleep*1	Cha		United Kingdom	GB		NA	NA	Dwarf	Friends*0|Vicious Mockery*0|Thunderwave*1|Bane*1|Longstrider*1|Sleep*1	Longsword|Dagger	magical_ptolemy
9bbc207	b0d27cc	2717540b2eeeb26d82b57e0123634609	8792f563	Half-Elf	Outlander	2021-10-21T12:48:31Z	Sorcerer 1	Sorcerer	Wild Magic	1		6	12	12	14	11	9	13	17		Athletics|Arcana|Perception|Survival|Deception	Handaxe|Dagger	Fire Bolt*0|Prestidigitation*0|Thunderclap*0|Shocking Grasp*0|Burning Hands*1|Disguise Self*1	Cha		United Kingdom	GB		NA	NA	Half-Elf	Fire Bolt*0|Prestidigitation*0|Thunderclap*0|Shocking Grasp*0|Burning Hands*1|Disguise Self*1	Handaxe|Dagger	pedantic_heyrovsky
9bbc207	b0d27cc	5879200e9d1f5e60845a549f929df54f	7eae35a2	Half-Elf	Acolyte	2021-10-21T12:47:38Z	Warlock 1	Warlock	The Hexblade	1		10	13	10	15	14	8	12	17		Arcana|Investigation|Religion|Insight|Deception|Intimidation	Dagger|Spear|Dagger	Eldritch Blast*0|Poison Spray*0|Shield*1|Wrathful Smite*1|Hex*1|Expeditious Retreat*1	Cha		United Kingdom	GB		NA	NA	Half-Elf	Eldritch Blast*0|Poison Spray*0|Shield*1|Wrathful Smite*1|Hex*1|Expeditious Retreat*1	Dagger|Spear|Dagger	brave_sanderson
d86214b	3e6550a	3cc9cc7577c9a7a0da00c4e18e3c4aad	4c6e8be1	Dark Elf	Folk Hero	2021-10-20T20:06:22Z	Ranger 1	Ranger		1		11	14	8	17	13	12	14	11		Stealth|Investigation|Animal Handling|Insight|Perception|Survival	Shortsword|Longbow		Wis	optional favored enemy/Favored Foe|expertise/Stealth|optional natural explorer/Canny	United States	US		NA	NA	Elf		Shortsword|Longbow	nostalgic_johnson
d86214b	3e6550a	8a49aa9ba71783ab5a0a6e4646ff3ad7	73cf6834	Human	Cloistered Scholar	2021-10-20T19:53:01Z	Wizard 1	Wizard		1		7	10	11	11	13	16	14	14		Arcana|History|Investigation|Insight	Dagger		Int		United States	US		NA	NA	Human		Dagger	nifty_cori
2033249	1499116	bf0b608aa1880dbb6ab452b7737e0e96	42883837	Drakin	Assassin sorta (taught by her mom but never was really one)	2021-10-19T17:44:09Z	Rogue 1	Rogue		1		10	15	13	18	15	14	12	15		Sleight of Hand|Stealth|Investigation|Religion|Medicine|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Stealth*Sleight of Hand	United States	US		NA	NA			Rapier|Shortbow|Dagger	eloquent_faraday
2033249	1499116	df264bcd6792b0a35120b9c3ad8ad72f	8de9cb55	Forest Dragon		2021-10-19T17:43:42Z	Rogue 1	Rogue		1		20	12	18	14	11	16	12	13		Athletics|Stealth|Investigation|Nature|Perception|Persuasion	Bite|Scratch|Fire Breath		Int	expertise/Persuasion*Nature	United States	US		NA	NA			||	zen_snyder
	39adcbb	21262aab1da50ebe2cd8f785b0dcf558	81e19008	Half-Orc	Guild Artisan	2021-10-16T01:08:25Z	Artificer 1	Artificer	Battle Smith	1		11	15	13	13	16	15	13	11		Arcana|History|Investigation|Insight|Intimidation|Persuasion	Handaxe|Pistol	Mending*0|Prestidigitation*0|Identify (Ritual)*1|Detect Magic (Ritual)*1	Int		Canada	CA		NA	NA	Half-Orc	Mending*0|Prestidigitation*0|Identify*1|Detect Magic*1	Handaxe|	compassionate_montalcini
4377c97	25e221a	565104e9a3289ff55b5474aaac12a625	ed5fc5cb	Protector Aasimar	Acolyte	2021-10-14T23:15:14Z	Sorcerer 1	Sorcerer	Storm Sorcery	1		9	12	11	15	16	9	14	20	NG	Arcana|Religion|Insight|Persuasion	Crossbow, light|Dagger	Fire Bolt *0|Frostbite *0|Mold Earth *0|Prestidigitation*0|Light *0|Chaos Bolt *1|Shield *1	Cha		United States	US	NG	NA	NA	Aasimar	Fire Bolt*0|Frostbite*0|Mold Earth*0|Prestidigitation*0|Light*0|Chaos Bolt*1|Shield*1	Crossbow, Light|Dagger	wizardly_lamarr
9bbc207	b0d27cc	5d130b5b120bc3b5ba41a50baca1445d	a03e0eea	Rock Gnome	Guild Artisan	2021-10-14T12:38:11Z	Artificer 1	Artificer		1		9	15	8	13	13	17	14	10		Insight|Medicine|Perception|Persuasion	Mace|Quarterstaff|Crossbow, light	Mage Hand*0|Mending*0	Int		United Kingdom	GB		NA	NA	Gnome	Mage Hand*0|Mending*0	Mace|Quarterstaff|Crossbow, Light	affectionate_nash
9bbc207	b0d27cc	79b3b44f87502a36fb2bf87e24d33070	8877f133	Lightfoot Halfling	Folk Hero	2021-10-14T12:28:42Z	Rogue 1	Rogue		1		7	14	10	17	8	14	12	14	Chaotic Good	Acrobatics|Sleight of Hand|Stealth|Animal Handling|Survival|Deception	Shortsword|Shortbow|Dagger		Int	expertise/Thieves' Tools*Stealth	United Kingdom	GB	CG	NA	NA	Halfling		Shortsword|Shortbow|Dagger	determined_bhaskara
9bbc207	b0d27cc	c1439334c332f092657d8c2c387ba926	ee6023c9	Leonine	Sailor	2021-10-14T12:28:17Z	Monk 1	Monk		1		10	14	9	15	14	13	14	10		Athletics|Acrobatics|History|Perception	Dart|Unarmed strike|Quarterstaff		Int		United Kingdom	GB		NA	NA	Leonin		Dart|Unarmed Strike|Quarterstaff	elastic_murdock
9bbc207	b0d27cc	9afc2ee24a7a6fb72c96ae59c06e5122	a6a20d35	Half-Elf	Criminal	2021-10-14T12:27:47Z	Rogue 1	Rogue		1		9	14	9	16	12	14	13	12		Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation	Shortsword|Shortsword|Dagger		Int	expertise/Perception*Intimidation	United Kingdom	GB		NA	NA	Half-Elf		Shortsword|Shortsword|Dagger	naughty_nightingale
9bbc207	b0d27cc	69a9805f269c076e0f8c8f3e2b9dfd3b	c85c709c	Hill Dwarf	Noble	2021-10-14T12:27:11Z	Bard 1	Bard		1		11	13	8	14	14	10	14	15		Arcana|History|Perception|Deception|Persuasion	Rapier|Dagger	Vicious Mockery*0|Friends*0|Cure Wounds*1|Bane*1|Healing Word*1|Tasha's Hideous Laughter*1	Cha		United Kingdom	GB		NA	NA	Dwarf	Vicious Mockery*0|Friends*0|Cure Wounds*1|Bane*1|Healing Word*1|Tasha's Hideous Laughter*1	Rapier|Dagger	jolly_mirzakhani
9bbc207	b0d27cc	c01178ccd2c52dde3b5309e37bc02079	1c4e880c	Scourge Aasimar	Investigator	2021-10-14T12:26:43Z	Cleric 1	Cleric	Arcana Domain	1		12	15	15	12	15	13	10	10		Arcana|Investigation|Religion|Insight|Survival	Longsword|Longsword	Detect Magic*1|Magic Missile*1	Wis		United Kingdom	GB		NA	NA	Aasimar	Detect Magic*1|Magic Missile*1	Longsword|Longsword	eager_ganguly
9bbc207	b0d27cc	3212c6fea11a2d26e4df14ecb071daec	8625b623	Dragonborn	Hermit	2021-10-14T12:21:33Z	Paladin 1	Paladin		1		12	18	15	8	14	10	15	13		Athletics|Religion|Medicine|Intimidation	Glaive|Javelin		Cha		United Kingdom	GB		NA	NA	Dragonborn		Glaive|Javelin	eager_colden
	bae155b	376c03908c27e59b2fd0ca46b09c56da	00576341	Wood Elf	Hermit	2021-10-12T19:25:57Z	Ranger 1	Ranger		1		9	16	12	20	14	14	14	11	Chaotic Neutral	Nature|Religion|Animal Handling|Insight|Medicine|Perception	Shortsword|Longbow		Wis	optional favored enemy/Favored Foe|optional natural explorer/Natural Explorer	Canada	CA	CN	NA	NA	Elf		Shortsword|Longbow	sweet_matsumoto
f463a48	66c6a0a	a0bc553ba79536f4e5063b798e73512a	454fdee4	Mountain Dwarf	Investigator	2021-10-10T21:17:57Z	Sorcerer 1	Sorcerer	Divine Soul	1		8	11	16	13	15	15	17	17		Arcana|Investigation|Insight|Persuasion	Crossbow, light|Dagger	Cure Wounds*1	Cha		United States	US		NA	NA	Dwarf	Cure Wounds*1	Crossbow, Light|Dagger	jovial_bardeen
03ed1db	5476b04	af21fc26e8d8816c2767f685ae560f3f	e110a57a	Lizardfolk	Sailor	2021-10-08T01:22:52Z	Rogue 1	Rogue		1		11	13	8	15	16	12	11	13		Athletics|Stealth|Nature|Perception	Rapier|Shortsword|Dagger		Int	expertise/Stealth*Nature	United States	US		NA	NA	Lizardfolk		Rapier|Shortsword|Dagger	dazzling_brahmagupta
cb4e71b	4cf0807	1e8651f47a1f5608198b4fa863f6e82f	43d4f3d0	Orc	Criminal	2021-09-30T20:32:35Z	Barbarian 1	Barbarian		1		13	13	15	14	12	12	18	16		Athletics|Stealth|Animal Handling|Survival|Deception|Intimidation	Greataxe|Handaxe|Javelin		Int		United States	US		NA	NA	Orc		Greataxe|Handaxe|Javelin	quizzical_colden
5553d6f	c95c334	0035d064f61ccc7a66a4b6b4196c99e2	b32603b6	Human	Athlete	2021-09-28T21:50:30Z	Fighter 1	Fighter		1	Resilient	12	18	16	12	14	10	12	14	Neutral Good	Athletics|Acrobatics|Perception|Survival|Persuasion	Longsword|Crossbow, light		Int	fighting style/Dueling	Canada	CA	NG	NA	NA	Human		Longsword|Crossbow, Light	hungry_visvesvaraya
ef0e884	861bedd	e430c735ef029f67260bf8630c40df18	9e9b9a94	Satyr	Custom	2021-09-28T15:39:16Z	Warlock 1	Warlock	The Celestial	1		10	10	17	9	15	8	8	14		Arcana|History|Nature|Animal Handling|Performance|Persuasion	Quarterstaff|Shortbow|Dagger	Light*0|Sacred Flame*0	Cha		United States	US		NA	NA	Satyr	Light*0|Sacred Flame*0	Quarterstaff|Shortbow|Dagger	happy_dijkstra
	13d90cc	a212542e3f0beb79e614b761a842d83c	611dd847	Dragonborn	Soldier	2021-09-23T00:03:39Z	Fighter 1	Fighter		1		12	16	17	14	14	13	12	10		Athletics|Acrobatics|Survival|Intimidation	Greatsword|Greataxe|Handaxe		Int	fighting style/Great Weapon Fighting	Canada	CA		NA	NA	Dragonborn		Greatsword|Greataxe|Handaxe	stupefied_dijkstra
78e2862	81ed039	5fb789c7441badfea0148eae47199617	dc5567ca	Orc	Folk Hero	2021-09-23T00:02:22Z	Barbarian 1	Barbarian		1		15	14	19	13	17	7	9	14		Athletics|Animal Handling|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		Int		Mexico	MX		NA	NA	Orc		Greataxe|Handaxe|Javelin	naughty_grothendieck
	f147f63	762d60fb66afbd05018c1033b3c44982	dd7663bc	Tabaxi	Outlander	2021-09-23T00:00:59Z	Ranger 1	Ranger		1		12	15	13	18	15	10	15	13		Athletics|Stealth|Investigation|Nature|Insight|Perception|Survival	Shortsword|Longbow		Wis	optional favored enemy/Favored Foe|optional natural explorer/Natural Explorer	Canada	CA		NA	NA	Tabaxi		Shortsword|Longbow	xenodochial_bose
7178838	b5f6e1a	49a9f0e23f462d7dece1fcf9267b51d7	764a583a	Stout Halfling	Hermit	2021-09-23T00:00:50Z	Bard 1	Bard		1		9	14	11	16	12	14	13	15		Athletics|Religion|Medicine|Survival|Performance	Dagger|Dagger		Cha		Mexico	MX		NA	NA	Halfling		Dagger|Dagger	xenodochial_ride
f656b5c	97e5185	f440990f784aad52b1665f6a08c34300	ed0c30e0	Custom	Outlander	2021-09-22T22:12:09Z	Fighter 1	Fighter		1	Piercer	11	16	18	13	13	14	11	9		Athletics|Acrobatics|Perception|Survival	Shortsword|Shortsword		Int	fighting style/Two-Weapon Fighting|custom lineage variable trait/Darkvision	Canada	CA		NA	NA	Custom		Shortsword|Shortsword	brave_newton
a56257e	54ad670	6dc831ec325b714777e6ed27a66fcaf2	48423ce7	Deep Gnome	Acolyte	2021-09-21T20:46:52Z	Ranger 1	Ranger		1		5	10	0	1	0	2	0	0		Athletics|Investigation|Religion|Insight	Shortsword|Longbow		Wis	optional natural explorer/Natural Explorer|optional favored enemy/Favored Foe	United States	US		NA	NA	Gnome		Shortsword|Longbow	stoic_fermat
a56257e	54ad670	aefa21e390d338779be7912b4a2121c6	cea979fb	Dark Elf	Acolyte	2021-09-21T20:45:04Z	Cleric 1	Cleric	Arcana Domain	1		3	12	0	2	0	0	0	1		Arcana|Religion|Insight|Perception	Mace	Detect Magic*1|Magic Missile*1	Wis		United States	US		NA	NA	Elf	Detect Magic*1|Magic Missile*1	Mace	goofy_vaughan
a56257e	54ad670	41fc646bd8503da9c931ba78deee0ad7	dff867a8	Hill Dwarf	Soldier	2021-09-21T20:43:15Z	Paladin 1	Paladin		1		14	10	12	9	17	16	13	11		Athletics|Medicine|Intimidation|Persuasion	Battleaxe|Javelin		Cha		United States	US		NA	NA	Dwarf		Battleaxe|Javelin	pensive_hawking
a56257e	54ad670	7c192e682c46ab37275b8f69976442f5	7800d696	Tiefling	Urchin	2021-09-21T20:32:22Z	Rogue 1	Rogue		1		10	10	15	11	14	14	15	15		Athletics|Sleight of Hand|Stealth|Deception|Intimidation|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Stealth*Sleight of Hand	United States	US		NA	NA	Tiefling		Rapier|Shortbow|Dagger	silly_allen
a56257e	54ad670	26cdcd642c39ea66b8c0c1668a93cebe	7f8cbfe6	Dragonborn	Athlete	2021-09-21T20:30:15Z	Druid 1	Druid		1		8	15	16	16	11	11	12	13		Athletics|Acrobatics|Medicine|Survival	Scimitar		Wis		United States	US		NA	NA	Dragonborn		Scimitar	infallible_goldberg
a56257e	54ad670	5e6ae7c06285ca745d0a7a2cb1c6cbb3	0fe69c80	Tiefling	Mercenary Veteran	2021-09-21T20:29:52Z	Sorcerer 1	Sorcerer	Clockwork Soul	1		0	11	10	12	13	16	14	8		Athletics|Arcana|Deception|Persuasion	Dagger	Alarm*1|Protection from Evil and Good*1	Cha	tiefling variants menu/Devil's Tongue	United States	US		NA	NA	Tiefling	Alarm*1|Protection from Evil and Good*1	Dagger	brave_thompson
a56257e	54ad670	34f55466055148cb5737164413f9ab85	641c6922	Storm	Criminal	2021-09-21T20:23:29Z	Sorcerer 1	Sorcerer	Shadow Magic	1		6	12	11	15	15	12	9	16		Stealth|Deception|Intimidation|Persuasion	Dagger		Cha		United States	US		NA	NA	Half-Elf		Dagger	vibrant_matsumoto
3c8e449	6675c0c	1f5fc4dcdef39416e358496322092bb6	2ce5486c	Tiefling	Barbarian Tribe Member	2021-09-21T17:51:50Z	Barbarian 1	Barbarian		1		15	13	20	8	16	10	12	14		Athletics|Perception|Survival|Intimidation	Javelin		Int		United States	US		NA	NA	Tiefling		Javelin	modest_banach
07f6ca2	459c8a5	0e1dd79e6ca25d8074c8b47c8554612d	425296e5	Half-Elf	Sage	2021-09-21T12:36:35Z	Cleric 1	Cleric	Knowledge Domain	1		9	15	8	14	13	13	16	12		Arcana|History|Nature|Religion|Animal Handling|Insight|Perception|Persuasion	Mace|Sling	Guidance*0|Light*0|Mending*0|Resistance*0|Sacred Flame*0|Spare the Dying*0|Thaumaturgy*0|Command*1|Identify*1|Bane*1|Bless*1|Create or destroy Water*1|Cure Wounds*1|Detect Evil and Good*1|Detect Magic*1|Detect Poison and Disease*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Protection from E and G*1|Purify Food and Drink*1|Sanctuary*1|Shield of Faith*1	Wis		Austria	AT		NA	NA	Half-Elf	Guidance*0|Light*0|Mending*0|Resistance*0|Sacred Flame*0|Spare the Dying*0|Thaumaturgy*0|Command*1|Identify*1|Bane*1|Bless*1|Create or Destroy Water*1|Cure Wounds*1|Detect Evil and Good*1|Detect Magic*1|Detect Poison and Disease*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Protection from Evil and Good*1|Purify Food and Drink*1|Sanctuary*1|Shield of Faith*1	Mace|Sling	competent_lamport
07f6ca2	978264f	f307e46fcec47ffb04e5358c1caaf9c2	8120dee9	Half-Elf	Sage	2021-09-21T11:09:08Z	Cleric 1	Cleric	Knowledge Domain	1		9	15	8	14	13	12	16	13		Arcana|History|Nature|Religion|Insight|Medicine|Perception|Persuasion	Mace|Crossbow, light	Command*1|Identify*1	Wis		Austria	AT		NA	NA	Half-Elf	Command*1|Identify*1	Mace|Crossbow, Light	romantic_mahavira
9b276b6	a4cc815	39d08b2b6855e227e3cc7453025d99ca	05b88de4	Changeling	Charlatan	2021-09-21T06:54:41Z	Warlock 1	Warlock	The Archfey	1		9	14	8	16	13	12	8	17		Sleight of Hand|Investigation|Deception|Intimidation|Persuasion	Spear|Dagger|Dagger		Cha		Thailand	TH		NA	NA	Changeling		Spear|Dagger|Dagger	hungry_kirch
a56257e	c4b42ec	864f71e0116b154c551e5b0779df176a	8413b343	Hill Dwarf	Acolyte	2021-09-17T19:06:20Z	Cleric 1	Cleric	Death Domain	1		11	16	12	11	15	8	15	8		History|Religion|Insight|Persuasion	Mace|Crossbow, light	False Life*1|Ray of Sickness*1	Wis		United States	US		NA	NA	Dwarf	False Life*1|Ray of Sickness*1	Mace|Crossbow, Light	gracious_maxwell
43d8bab	55872e0	fb319f9d3a1c64d2d0918e33db7b32b7	a6fc14b0	Satyr	Entertainer	2021-09-16T23:50:57Z	Druid 1	Druid		1		9	14	15	12	13	12	16	14		Acrobatics|Nature|Animal Handling|Performance|Persuasion			Wis		United Kingdom	GB		NA	NA	Satyr			compassionate_brown
a56257e	c4b42ec	66ac58f7c19f7682a289d646fe0c1348	c6c1222c	High Elf	Guild Member - Mayhem	2021-09-16T22:09:26Z	Rogue 1	Rogue		1		7	14	6	17	11	13	12	13		Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance	Shortsword|Shortsword|Dagger		Int	expertise/Thieves' Tools*Stealth	United States	US		NA	NA	Elf		Shortsword|Shortsword|Dagger	frosty_cray
a56257e	c4b42ec	2f3246e74b5fcedc27229764a084591c	748037bd	Earth Genasi	Criminal	2021-09-16T22:08:45Z	Druid 1	Druid		1		8	16	13	17	19	14	13	15		Stealth|Nature|Animal Handling|Deception	Scimitar		Wis		United States	US		NA	NA	Genasi		Scimitar	vigorous_goldberg
	2f7ad80	a2a9f7e3071048e456e619c75d003751	35987263	Lightfoot Halfling	Guild Artisan	2021-09-15T20:48:37Z	Rogue 1	Rogue		1		7	14	7	17	14	8	14	10	NG	Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion	Shortsword|Shortbow|Dagger		Int	expertise/Stealth*Perception	Canada	CA	NG	NA	NA	Halfling		Shortsword|Shortbow|Dagger	gracious_merkle
e1ffa89	513d54b	6d0773f3db8724d69007a17e233e721e	83a9e937	Sea Elf	Haunted One	2021-09-14T17:28:37Z	Wizard 1	Wizard		1		8	13	15	16	14	15	16	14		Medicine|Perception	Quarterstaff		Int		United States	US		NA	NA	Elf		Quarterstaff	elated_aryabhata
216c55d	01cb9f0	6254d8e46dcf25a86e484b8a83adf557	d032fa69	Goblin	Criminal	2021-09-14T08:15:37Z	Rogue 1	Rogue		1		10	14	10	16	14	12	15	8		Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception	Shortsword|Shortbow|Dagger		Int	expertise/Stealth*Perception	United Kingdom	GB		NA	NA	Goblin		Shortsword|Shortbow|Dagger	quirky_chaplygin
e1ffa89	513d54b	43505e00528e39bb0a99ae0f57d8518e	5350c1db	Serpentblood	Far Traveler	2021-09-13T19:53:39Z	Rogue 1	Rogue		1		7	13	16	17	9	15	15	14		Athletics|Stealth|Insight|Perception|Deception|Persuasion	Shortsword|Shortbow|Dagger		Int	expertise/Athletics	United States	US		NA	NA	Yaun-Ti		Shortsword|Shortbow|Dagger	infallible_babbage
46f96d1	fa570c5	24e4b0483ba95161d34003a12f621a36	3e9c3a64	Human	Criminal	2021-09-13T09:48:01Z	Fighter 1	Fighter		1	Crossbow Expert	12	14	12	16	14	8	14	10		Acrobatics|Stealth|Insight|Perception|Deception	Longbow|Crossbow, hand|Crossbow, heavy|Crossbow, light		Int	fighting style/Archery	United Kingdom	GB		NA	NA	Human		Longbow|Crossbow, hand|Crossbow, Heavy|Crossbow, Light	nifty_blackburn
dfda7fb	1de4342	d834b6910be9ebe9060f6d0c1974c7b7	e130f180	Half-Elf	Acolyte	2021-09-12T10:05:47Z	Druid 1	Druid		1		10	15	10	10	14	10	16	16		Nature|Religion|Animal Handling|Insight|Medicine|Survival	Scimitar		Wis		United States	US		NA	NA	Half-Elf		Scimitar	hopeful_feistel
230d9d6	94d6674	fc3eebb9cf81337e65a5daf6d7ee073d	706c15c6	Human	Smuggler	2021-09-10T13:48:16Z	Druid 1	Druid		1	Observant	8	16	9	16	13	9	18	13		Athletics|Nature|Medicine|Perception|Deception			Wis		Turkey	TR		NA	NA	Human			pensive_bhabha
6d63e1f	2693b74	1872c0846fcc73eafde2b134a13b10b0	c9b74467	Hill Dwarf	Sage	2021-09-09T22:18:13Z	Cleric 1	Cleric	Death Domain	1		13	16	16	6	18	12	17	8		Arcana|History|Insight|Persuasion	Crossbow, light|Warhammer	Guidance*0|Sacred Flame*0|Spare The Dying*0|Toll The Dead*0|Command*1|Guiding Bolt*1	Wis		United States	US		NA	NA	Dwarf	Guidance*0|Sacred Flame*0|Spare the Dying*0|Toll the Dead*0|Command*1|Guiding Bolt*1	Crossbow, Light|Warhammer	distracted_babbage
6d63e1f	2693b74	c976f9f525631deeebabef2ca9b5473e	6febb436	Human	Soldier	2021-09-09T19:33:37Z	Fighter 1	Fighter		1	Defensive Duelist	13	14	14	17	16	14	14	6		Athletics|Acrobatics|Perception|Intimidation	Longbow|Scimitar|Rapier|Kunai		Int	fighting style/Dueling	United States	US		NA	NA	Human		Longbow|Scimitar|Rapier|	modest_minsky
6d63e1f	2693b74	f0fa961b8bb720bce4842f938acb92aa	7f679ae3	Human	Hermit	2021-09-09T19:24:36Z	Warlock 1	Warlock	The Hexblade	1	Polearm Master	10	13	14	14	16	14	12	16		Arcana|Religion|Medicine|Deception|Intimidation	Sickle|Dagger|Glaive		Cha		United States	US		NA	NA	Human		Sickle|Dagger|Glaive	musing_blackburn
